Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
TbRu2Si2,0.4J mol(-1) K-1,,4.7,table_only_1stcheck3122.txt,579,LOW-TEMPERATURE 2-DIMENSIONAL ORDER-DISORDER MAGNETIC TRANSITION IN TBRU2SI2 WITHIN A SQUARE-MODULATED MAGNETIC PHASE,PHYSICAL REVIEW B,10.1103/PhysRevB.52.12849,mp-3678
GdNi2,17,10 T,70,table_only_1stcheck3145.txt,304,Magnetocaloric effect in GdNi2 for cryogenic gas liquefaction studied in magnetic fields up to 50T,JOURNAL OF APPLIED PHYSICS,10.1063/5.0006281,mp-543019
ErCo2,38,0-5 T,,table_only_1stcheck3148.txt,142,Magnetocaloric effect in ErCo2 compound,CHINESE PHYSICS,,mp-537
PrCo2B2,9.6,7 T,18,table_only_1stcheck3158.txt,506,Magnetic properties and large reversible magnetocaloric effect in PrCo2B2 compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3173565,mp-4322
Ho2Au2In,15.8,7 T,21,table_only_1stcheck3160.txt,322,Magnetic properties and large magnetocaloric effect in Ho2Cu2In and Ho2Au2In compounds,JOURNAL OF MATERIALS SCIENCE,10.1007/s10853-016-9845-3,mp-1080710
Gd2NiMnO6,3.8,5 T,130,table_only_1stcheck3267.txt,246,"Structural, magnetic, and magnetocaloric properties of R2NiMnO6 (R = Eu, Gd, Tb)",SCIENTIFIC REPORTS,10.1038/s41598-021-99755-2,mp-1212655
Tb2NiMnO6,3.5,5 T,112,table_only_1stcheck3267.txt,541,"Structural, magnetic, and magnetocaloric properties of R2NiMnO6 (R = Eu, Gd, Tb)",SCIENTIFIC REPORTS,10.1038/s41598-021-99755-2,mp-573037
Gd,3.1,1 T,,table_only_1stcheck3273.txt,227,Magnetocaloric properties of LaFe13-x-yCoxSiy and commercial grade Gd,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2010.08.013,mp-155
Cr5Te8,2,70 kOe,220,table_only_1stcheck3285.txt,43,Anisotropic magnetic properties and critical behaviour studies of trigonal Cr5Te8 single crystal,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.02.082,mp-1213750
HoGa,14.9,5 T,,table_only_1stcheck3295.txt,388,Magnetic properties and magnetocaloric effect in TmGa and HoGa single crystals,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.028,mp-1018073
TmGa,26.1,5 T,15,table_only_1stcheck3295.txt,598,Magnetic properties and magnetocaloric effect in TmGa and HoGa single crystals,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.028,mp-1065301
CrCl3,19,7 T,,table_only_1stcheck3298.txt,46,Magnetic and magnetocaloric properties of layered van der Waals CrCl3,APPLIED PHYSICS LETTERS,10.1063/5.0019985,mp-27630
Er2O3,15.02,5 T,,table_only_1stcheck3305.txt,125,Large magnetocaloric effect in Er2O3 compounds at cryogenic temperature,JOURNAL OF RARE EARTHS,10.1016/j.jre.2020.09.020,mp-679
DyCrO3,21,7 T,,table_only_1stcheck3306.txt,90,Structural and magnetic properties of DyCrO3,AIP ADVANCES,10.1063/9.0000337,mp-19381
GdCrO3,57.5,14 T,,table_only_1stcheck3309.txt,285,Enhanced magnetocaloric effect and magnetic phase diagrams of single-crystal GdCrO2,PHYSICAL REVIEW B,10.1103/PhysRevB.102.144425,mp-18331
Ho5Sn3,9.5,nan kOe,,table_only_1stcheck3352.txt,360,Competing magnetic interactions and magnetocaloric effect in Ho5Sn3,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ac2cf1,mp-30735
TbScGe,1.6,2 T,250,table_only_1stcheck3356.txt,580,Synthesis and magnetic properties of the ternary germanide TbScGe,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.02.002,mp-4395
EuAuGe,10.1,7T,33,table_only_1stcheck3387.txt,177,Reversible Table-Like Magnetocaloric Effect in EuAuGe Compound,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-016-3519-x,mp-9293
NdCu2Ge2,5.04,7 T,,table_only_1stcheck3391.txt,469,Structural and Cryogenic Magnetic Properties of the Ternary RECu2Ge2 (RE = Pr and Nd) Compounds,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-09808-z,mp-3177
PrCu2Ge2,5.36,7 T,,table_only_1stcheck3391.txt,507,Structural and Cryogenic Magnetic Properties of the Ternary RECu2Ge2 (RE = Pr and Nd) Compounds,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-09808-z,mp-4924
NaGdS2,54,5.0 T,,table_only_1stcheck3395.txt,460,NaGdS2: A Promising Sulfide for Cryogenic Magnetic Cooling,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.1c04105,mp-8260
Mn3GaC,13.41,5.0 T,249,table_only_1stcheck3400.txt,434,"Structural, electronic, magnetic, and magnetocaloric properties in metallic antiperovskite compound Mn3GaC",MATERIALS RESEARCH BULLETIN,10.1016/j.materresbull.2017.10.029,mp-20164
DyNi,19,60 kOe,59,table_only_1stcheck3423.txt,99,Magnetocaloric effect in the intermetallic compound DyNi,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2005.01.047,mp-2738
HoNiGe3,13.9,nan kOe,,table_only_1stcheck3446.txt,404,Anisotropic magnetocaloric effect and magnetoresistance in antiferromagnetic HoNiGe3 single crystal,INTERMETALLICS,10.1016/j.intermet.2021.107307,mp-1079921
ErMn2Si2,25.2,5 T,,table_only_1stcheck3468.txt,154,Giant reversible magnetocaloric effect in ErMn2Si2 compound with a second order magnetic phase transition,APPLIED PHYSICS LETTERS,10.1063/1.4704155,mp-4729
Mn5Ge3,4.92,30 kOe,,table_only_1stcheck3479.txt,444,Magnetocaloric effect and transition order of Mn5Ge3 ribbons,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.07.031,mp-617291
NdMnO3,3.82,nan kOe,,table_only_1stcheck3495.txt,476,"Magnetization reversal, critical behavior, and magnetocaloric effect in NdMnO3: The role of magnetic ordering of Nd and Mn moments",JOURNAL OF APPLIED PHYSICS,10.1063/5.0124002,mp-20852
SmCo2,3.61,1.5 T,220,table_only_1stcheck3503.txt,517,Magnetocaloric effect in Sm-Co2-xFex alloys,JOURNAL OF APPLIED PHYSICS,10.1063/1.3679392,mp-336
CdCr2S4,7.04,5 T,87,table_only_1stcheck3515.txt,19,Large magnetocaloric effect in spinel CdCr2S4,APPLIED PHYSICS LETTERS,10.1063/1.2751576,mp-4338
Co2CrAl,2.55,5 T,328.5,table_only_1stcheck3521.txt,28,Critical behavior and magnetocaloric effect in Co50-xNixCr25Al25 (x=0 and 5) full Heusler alloy system,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.05.074,mp-10883
ErCoSi2,7.1,0-50 kOe,,table_only_1stcheck3550.txt,146,"Structural, magnetic properties and magneto-caloric performances in the antiferromagnetic RECoSi2 (RE = Er and Tm) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156016,mp-3128
TmCoSi2,8.7,0-50 kOe,,table_only_1stcheck3550.txt,593,"Structural, magnetic properties and magneto-caloric performances in the antiferromagnetic RECoSi2 (RE = Er and Tm) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156016,mp-1025408
ErCr2Si2,24.1,2 T,,table_only_1stcheck3553.txt,147,Low-field giant reversible magnetocaloric effect in intermetallic compound ErCr2Si2,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2012.04.028,mp-12082
ErCoC2,17.2,0-5 T,14,table_only_1stcheck3561.txt,145,Large reversible magnetocaloric effect in the RECoC2 (RE = Ho and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2017.02.006,mp-13501
HoCoC2,15.6,0-5 T,11,table_only_1stcheck3561.txt,374,Large reversible magnetocaloric effect in the RECoC2 (RE = Ho and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2017.02.006,mp-9241
Dy2Co2Al,10.4,0-5 T,62,table_only_1stcheck3562.txt,54,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,mp-13431
Er2Ni2Al,16.2,0-5 T,12.5,table_only_1stcheck3562.txt,122,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,mp-1068244
Ho2Ni2Al,6,0-5 T,19,table_only_1stcheck3562.txt,336,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,mp-1069801
Ho5Ge4,27,140 kOe,,table_only_1stcheck3566.txt,351,Metamagnetism-enhanced magnetocaloric effect in the rare earth intermetallic compound Ho5Ge4,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.03.039,mp-1196008
CrSbSe3,2.2,4.5 T,71,table_only_1stcheck3574.txt,49,Origin of Anisotropic Magnetic Properties in the Ferromagnetic Semiconductor CrSbSe3 with a Pseudo-One-Dimensional Structure,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.0c02101,mp-15236
AlFe2B2,6.95,5 T,,table_only_1stcheck3582.txt,4,Magnetic properties of pure AlFe2B2 formed through annealing followed by acid-treatment,CURRENT APPLIED PHYSICS,10.1016/j.cap.2019.05.004,mp-3805
Gd2In,3.25,3.0 T,194,table_only_1stcheck3583.txt,245,Magnetic and magnetocaloric properties of as-cast Gd2In,LETTERS ON MATERIALS,10.22226/2410-3535-2021-1-104-108,mp-638079
CrO2,2.83,1.5 T,,table_only_1stcheck3628.txt,47,"Synthesis, structure and magnetic properties of ultra-high purity CrO2 prepared under high O-2-gas pressure",SOLID STATE SCIENCES,10.1016/j.solidstatesciences.2017.03.011,mp-19177
Dy5CoBi2,6.2,5.0 T,34,table_only_1stcheck3639.txt,73,"New ternary Yb5Sb3-type R5T1-x{Sb, Bi}(2+x) phases (R = Y, Dy, Ho, T = Co, Ru, Rh, Pd) and their magnetic properties",INTERMETALLICS,10.1016/j.intermet.2010.10.015,mp-1213372
KCrP2O7,4.4,nan kOe,,table_only_1stcheck3659.txt,412,"Structural, Magnetic, and Magnetocaloric Studies of the Potassium Diphosphate KCrP2O7",JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-022-06481-5,mp-18387
AgCrO2,0.067,70 kOe,,table_only_1stcheck3673.txt,1,Investigating the Magnetocaloric Properties of Magnetically Frustrated Delafossite: AgCrO2,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-10014-0,mp-19378
TbNi2B2C,11.1,7 T,,table_only_1stcheck3695.txt,570,Magnetocaloric Properties in TbNi2B2C Compound,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-016-3602-3,mp-6092
HoB2,40.1,,15,table_only_1stcheck3702.txt,365,Relationship between magnetic ordering and gigantic magnetocaloric effect in HoB2 studied by neutron diffraction experiment,PHYSICAL REVIEW B,10.1101/PhysRevB.102.094435,mp-2267
SmNi2,1.82,,,table_only_1stcheck3731.txt,520,Magnetocaloric Effect in SmNi2 Compound,CHEMISTRY AFRICA-A JOURNAL OF THE TUNISIAN CHEMICAL SOCIETY,10.1007/s42250-019-00095-6,mp-1402
Er2Rh3Ge,11,7 T,20,table_only_1stcheck3738.txt,126,Magnetic phase transitions and magnetocaloric effect in ternary rhombohedral Laves phases of Gd2Rh3Ge and Er2Rh3Ge,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2020.166988,mp-1076961
Tb5Ge4,3.7,50 kOe,,table_only_1stcheck3767.txt,548,Magnetocaloric effect in Tb-5(SixGe1-x)(4),APPLIED PHYSICS LETTERS,10.1063/1.1399007,mp-1673
Tb5Si4,9.8,50 kOe,,table_only_1stcheck3767.txt,554,Magnetocaloric effect in Tb-5(SixGe1-x)(4),APPLIED PHYSICS LETTERS,10.1063/1.1399007,mp-1200515
ErNi,30,50 kOe,10,table_only_1stcheck3776.txt,156,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,mp-567314
GdNi,18,50 kOe,69,table_only_1stcheck3776.txt,303,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,mp-542632
HoNi,20,50 kOe,35,table_only_1stcheck3776.txt,394,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,mp-11871
Gd24Zn6L24,30,7 T,,table_only_1stcheck3780.txt,232,"Nanoscale {Ln(24)(III)Zn(6)(II)} Triangular Metalloring with Magnetic Refrigerant, Slow Magnetic Relaxation, and Fluorescent Properties",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.5b02215,mp-2970
TmCrO3,5,,,table_only_1stcheck3843.txt,594,Magnetization reversal in TmCrO3,MATERIALS RESEARCH BULLETIN,10.1016/j.materresbull.2012.08.005,mp-777295
AlFe2B2,7.2,5 T,,table_only_1stcheck3881.txt,5,Magnetic properties of AlFe2B2 and CeMn2Si2 synthesized by melt spinning of stoichiometric compositions,JAPANESE JOURNAL OF APPLIED PHYSICS,10.7567/JJAP.54.053003,mp-3805
Y2CoMnO6,7.3,nan T,75,table_only_1stcheck3883.txt,605,Multicaloric effect in multiferroic Y2CoMnO6,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/47/44/445002,mp-1189894
ErFeAl,83,nan T,55,table_only_1stcheck3889.txt,150,Magnetism and magnetocaloric effect in the ternary equiatomic REFeAl (RE = Er and Ho) compounds,INTERMETALLICS,10.1016/j.intermet.2015.06.003,mp-1225622
HoFeAl,9.9,nan T,80,table_only_1stcheck3889.txt,384,Magnetism and magnetocaloric effect in the ternary equiatomic REFeAl (RE = Er and Ho) compounds,INTERMETALLICS,10.1016/j.intermet.2015.06.003,mp-1223944
CdCr2S4,0.86,5 T,76,table_only_1stcheck3899.txt,20,High-temperature solvothermal synthesis and magnetic properties of nearly monodisperse CdCr2S4 nanocrystals,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c5tc02727f,mp-4338
SmMn2Ge2,1.5,nan T,341,table_only_1stcheck3916.txt,518,Magnetic Properties and Magnetocaloric Effect of R1-xRx ' Mn2Ge2 Compounds,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.117.603,mp-20646
Er6Fe23,1.8,14 kOe,481,table_only_1stcheck3921.txt,137,"Effect of Al Substitution on Structural, Magnetic, and Magnetocaloric Properties of Er6Fe23-xAlx (x=0 and 3) Intermetallic Compounds",CRYSTALS,10.3390/cryst7060156,mp-2162
Dy5Ni2In4,4.7,7 T,105,table_only_1stcheck3949.txt,77,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,mp-607124
Er5Ni2In4,10.2,7 T,21,table_only_1stcheck3949.txt,136,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,mp-1192568
Ho5Ni2In4,10.1,7 T,19,table_only_1stcheck3949.txt,353,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,mp-1191532
Tb3Co,18,5 T,,table_only_1stcheck4009.txt,545,Large reversible magnetocaloric effect in Tb3Co compound,APPLIED PHYSICS LETTERS,10.1063/1.2939220,mp-1188994
AlFe2B2,4.1,2 T,307,table_only_1stcheck4021.txt,6,Magnetocaloric Effect in AlFe2B2: Toward Magnetic Refrigerants from Earth-Abundant Elements,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja404107p,mp-3805
AlFe2B2,77,5 T,307,table_only_1stcheck4021.txt,7,Magnetocaloric Effect in AlFe2B2: Toward Magnetic Refrigerants from Earth-Abundant Elements,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja404107p,mp-3805
DySb,20.6,7 T,,table_only_1stcheck4027.txt,105,Giant magnetocaloric effect in the Ising antiferromagnet DySb,APPLIED PHYSICS LETTERS,10.1063/1.2928233,mp-1007
TmCuAl,17.2,2 T,,table_only_1stcheck4039.txt,595,"Evolution of magnetic properties and magnetocaloric effect in TmNi1-xCuxAl (x=0, 0.1, 0.3, 0.5, 0.7, 0.9, 1) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861580,mp-865402
TmNiAl,5.5,2 T,,table_only_1stcheck4039.txt,601,"Evolution of magnetic properties and magnetocaloric effect in TmNi1-xCuxAl (x=0, 0.1, 0.3, 0.5, 0.7, 0.9, 1) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861580,mp-1087523
Dy2CoAl3,9.4,0-7 T,33,table_only_1stcheck4043.txt,55,"Investigation of the magnetism and magnetocaloric effect in the R2CoAl3 (R = Gd, Tb, Dy, and Ho) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.04.321,mp-1225300
Tb2CoAl3,10.6,0-7 T,47,table_only_1stcheck4043.txt,536,"Investigation of the magnetism and magnetocaloric effect in the R2CoAl3 (R = Gd, Tb, Dy, and Ho) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.04.321,mp-1217686
TmGa,20.6,2 T,,table_only_1stcheck4063.txt,599,Low field induced giant magnetocaloric effect in TmGa compound,APPLIED PHYSICS LETTERS,10.1063/1.4816729,mp-1065301
HoNi,22.8,5.0 T,35,table_only_1stcheck4071.txt,395,Magnetocaloric effect in single-crystal HoNi with a canted magnetic structure,JAPANESE JOURNAL OF APPLIED PHYSICS,10.7567/JJAP.57.103001,mp-11871
Gd4Sb3,4.25,7 T,270,table_only_1stcheck4076.txt,259,"Magnetic transition and magnetocaloric effect of Gd4Sb3-xRx (R=Si, Ge, Sn, 0 <= x <= 0.75) compounds",AIP ADVANCES,10.1063/1.5072770,mp-20831
DyNi4Si,15.6,140.0 kOe,,table_only_1stcheck4084.txt,101,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,mp-1077126
DyNi4Si,9.3,50.0 kOe,,table_only_1stcheck4084.txt,102,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,mp-1077126
TbNi4Si,13.5,140.0 kOe,,table_only_1stcheck4084.txt,573,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,mp-1070859
TbNi4Si,12.7,50.0 kOe,,table_only_1stcheck4084.txt,574,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,mp-1070859
ErNi,36.1,0-50 kOe,11,table_only_1stcheck4089.txt,157,Large magnetocaloric effect and magnetoresistance in ErNi single crystal,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,10.1016/j.jmst.2020.12.072,mp-567314
ErNi,9.3,13.0 kOe,11,table_only_1stcheck4089.txt,158,Large magnetocaloric effect and magnetoresistance in ErNi single crystal,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,10.1016/j.jmst.2020.12.072,mp-567314
TmFeO3,13.72,6 T,,table_only_1stcheck4096.txt,597,Structural and magnetocaloric properties of rare-earth orthoferrite perovskite: TmFeO3,CHEMICAL PHYSICS LETTERS,10.1016/j.cplett.2019.137057,mp-20651
DyNiGa,10,5 T,,table_only_1stcheck4123.txt,104,Metamagnetic transition and reversible magnetocaloric effect in antiferromagnetic DyNiGa compound*,CHINESE PHYSICS B,10.1088/1674-1056/ab90f3,mp-1102760
Tb2In,6.6,5 T,165,table_only_1stcheck4124.txt,540,Large reversible magnetocaloric effect in Tb2In,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2008.12.009,mp-20608
HoCrO3,7.2,7 T,,table_only_1stcheck4168.txt,376,Magnetic and magnetocaloric properties of iron substituted holmium chromite and dysprosium chromite,RSC ADVANCES,10.1039/c5ra24323h,mp-756834
MnCoGe,23,,,table_only_1stcheck4205.txt,451,"Induced triplet transitions by the effect of antiferromagnetic (Sm) substitution and investigations on structural, magnetic, magnetocaloric properties of Mn1-xSmxCoGe heulser alloys",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2021.167912,mp-20565
CeSi,7.2,0-20 kOe,,table_only_1stcheck4223.txt,26,Low-temperature large magnetocaloric effect in the antiferromagnetic CeSi compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.10.183,mp-21115
CeSi,13.7,0-50 kOe,,table_only_1stcheck4223.txt,27,Low-temperature large magnetocaloric effect in the antiferromagnetic CeSi compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.10.183,mp-21115
Mn4FeGe3,5.9,50 kOe,320,table_only_1stcheck4243.txt,441,Magnetocaloric effect and its implementation in critical behavior study of Mn4FeGe3-xSix intermetallic compounds,JOURNAL OF APPLIED PHYSICS,10.1063/1.3669390,mp-1222161
Er2NiSi3,22.6,nan kOe,,table_only_1stcheck4255.txt,124,"Large magnetic cooling power involving frustrated antiferromagnetic spin-glass state in R2NiSi3 (R = Gd,Er)",PHYSICAL REVIEW B,10.1103/PhysRevB.94.104414,mp-1225562
Gd2NiSi3,18.4,nan kOe,,table_only_1stcheck4255.txt,247,"Large magnetic cooling power involving frustrated antiferromagnetic spin-glass state in R2NiSi3 (R = Gd,Er)",PHYSICAL REVIEW B,10.1103/PhysRevB.94.104414,mp-1224775
Dy2O3,18.2,6 T,,table_only_1stcheck4258.txt,66,Magnetocaloric effect in Tb2O3 and Dy2O3 nanoparticles at cryogenic temperatures,JOURNAL OF APPLIED PHYSICS,10.1063/1.5120350,mp-2345
Tb2O3,6.6,6 T,,table_only_1stcheck4258.txt,542,Magnetocaloric effect in Tb2O3 and Dy2O3 nanoparticles at cryogenic temperatures,JOURNAL OF APPLIED PHYSICS,10.1063/1.5120350,mp-1056
Mn3O4,11,20 kOe,,table_only_1stcheck4268.txt,439,On the derivation of the magnetocaloric properties in ferrimagnetic spinel Mn3O4,JOURNAL OF APPLIED PHYSICS,10.1063/1.3549706,mp-18759
GdCrO4,28,7 T,,table_only_1stcheck4293.txt,288,"3d-4f spin interaction and field-induced metamagnetism in RCrO4 (R=Ho, Gd, Lu) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861680,mp-22244
HoCrO4,29,7 T,,table_only_1stcheck4293.txt,382,"3d-4f spin interaction and field-induced metamagnetism in RCrO4 (R=Ho, Gd, Lu) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861680,mp-19055
ZrMnP,6.7,nan T,370,table_only_1stcheck4301.txt,616,Discovery of ferromagnetism with large magnetic anisotropy in ZrMnP and HfMnP,APPLIED PHYSICS LETTERS,10.1063/1.4961933,mp-20147
DyCuAl,20.4,0-5 T,28,table_only_1stcheck4304.txt,93,Large reversible magnetocaloric effect in DyCuAl compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3122598,mp-1078857
GdScGe,3.3,2 T,349,table_only_1stcheck4319.txt,314,The magnetocaloric properties of GdScSi and GdScGe,INTERMETALLICS,10.1016/j.intermet.2011.06.001,mp-4796
GdScSi,2.5,2 T,354,table_only_1stcheck4319.txt,315,The magnetocaloric properties of GdScSi and GdScGe,INTERMETALLICS,10.1016/j.intermet.2011.06.001,mp-22480
CrBr3,7.2,5 T,33,table_only_1stcheck4352.txt,45,Large magnetocaloric effect in van der Waals crystal CrBr3,FRONTIERS OF PHYSICS,10.1007/s11467-019-0883-6,mp-27734
ZnO,1.36,5 T,,table_only_1stcheck4363.txt,615,"Appearance of Griffiths phase and the magnetocaloric effect in Pr- and (Pr, Bi)- doped ZnO nanoparticles",CHINESE JOURNAL OF PHYSICS,10.1016/j.cjph.2020.09.038,mp-1986
BaMnS2,38.31,,,table_only_1stcheck4420.txt,15,"A comparative study between GGA, WC-GGA, TB-mBJ and GGA plus U approximations on magnetocaloric effect, electronic, optic and magnetic properties of BaMnS2 compound: DFT calculations and Monte Carlo simulations",PHYSICA SCRIPTA,10.1088/1402-4896/abe00d,mp-8347
Dy2Be2GeO7,16.1,2 T,,table_only_1stcheck4423.txt,52,"Structure and Magnetic Properties of Melilite-Type Compounds RE2Be2GeO7 (RE = Pr, Nd, Gd-Yb) with Rare-Earth Ions on Shastry-Sutherland Lattice",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.0c03131,mp-20778
Gd2Be2GeO7,54.8,7 T,,table_only_1stcheck4423.txt,238,"Structure and Magnetic Properties of Melilite-Type Compounds RE2Be2GeO7 (RE = Pr, Nd, Gd-Yb) with Rare-Earth Ions on Shastry-Sutherland Lattice",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.0c03131,mp-650715
HoCrO3,0.813,2 T,,table_only_1stcheck4436.txt,377,Magnetic properties of pure and Fe doped HoCrO3 thin films fabricated via a solution route,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.12.021,mp-756834
EuTiO3,17,2 T,,table_only_1stcheck4442.txt,512,Giant low-field magnetocaloric effect and refrigerant capacity in reduced dimensionality EuTiO3 multiferroics,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156819,mp-22246
PrSi,22.2,70 kOe,52,table_only_1stcheck4465.txt,510,Anisotropic magnetic properties and giant magnetocaloric effect of single- crystal PrSi,PHYSICAL REVIEW B,10.1103/PhysRevB.89.134418,mp-9968
Ho2NiMnO6,8.4,70.0 kOe,,table_only_1stcheck4469.txt,339,"Magnetocaloric properties of R2NiMnO6 (R=Pr, Nd, Tb, Ho and Y) double perovskite family",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.12.015,mp-1212340
ErNi3Al9,14.7,50 kOe,,table_only_1stcheck4476.txt,164,Giant rotating magnetocaloric effect enhanced by crystal electric field in antiferromagnetic ErNi3Al9 single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156478,mp-571253
GdNi4Al,16,,,table_only_1stcheck4490.txt,306,"Magnetocaloric effect in the ferromagnetic GdNi4M (M = Al, Si) and antiferromagnetic NdNiAl4 compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2012.01.156,mp-1224779
